DB00119,small molecule,Pyruvic acid,liquid,CC(=O)C(O)=O,BE0000440,Monocarboxylate transporter 2
DB00119,small molecule,Pyruvic acid,liquid,CC(=O)C(O)=O,BE0000449,Monocarboxylate transporter 4
DB00119,small molecule,Pyruvic acid,liquid,CC(=O)C(O)=O,BE0000669,Monocarboxylate transporter 1
DB00119,small molecule,Pyruvic acid,liquid,CC(=O)C(O)=O,BE0003654,Monocarboxylate transporter 10
DB00119,small molecule,Pyruvic acid,liquid,CC(=O)C(O)=O,BE0003655,Solute carrier organic anion transporter family member 2A1
