42059,"TG(15:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42060,"TG(15:0/18:2(9Z,12Z)/22:2(13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42061,"TG(15:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42062,"TG(15:0/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42063,"TG(15:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42064,"TG(15:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42065,"TG(15:0/18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42066,"TG(15:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42067,"TG(15:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42068,"TG(15:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42069,"TG(15:0/18:2(9Z,12Z)/o-18:0)",[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC
42070,"TG(15:0/18:3(6Z,9Z,12Z)/15:0)",[H]C(COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42071,"TG(15:0/18:3(6Z,9Z,12Z)/16:0)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42072,"TG(15:0/18:3(6Z,9Z,12Z)/18:0)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42073,"TG(15:0/18:3(6Z,9Z,12Z)/20:0)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42074,"TG(15:0/18:3(6Z,9Z,12Z)/22:0)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42075,"TG(15:0/18:3(6Z,9Z,12Z)/24:0)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42076,"TG(15:0/18:3(6Z,9Z,12Z)/14:1(9Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42077,"TG(15:0/18:3(6Z,9Z,12Z)/16:1(9Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42078,"TG(15:0/18:3(6Z,9Z,12Z)/18:1(11Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42079,"TG(15:0/18:3(6Z,9Z,12Z)/18:1(9Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42080,"TG(15:0/18:3(6Z,9Z,12Z)/20:1(11Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42081,"TG(15:0/18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42082,"TG(15:0/18:3(6Z,9Z,12Z)/22:1(13Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42083,"TG(15:0/18:3(6Z,9Z,12Z)/24:1(15Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42084,"TG(15:0/18:3(6Z,9Z,12Z)/18:2(9Z,12Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42085,"TG(15:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42086,"TG(15:0/18:3(6Z,9Z,12Z)/20:2n6)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42087,"TG(15:0/18:3(6Z,9Z,12Z)/20:3n6)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42088,"TG(15:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42089,"TG(15:0/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42090,"TG(15:0/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42091,"TG(15:0/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42092,"TG(15:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42093,"TG(15:0/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42094,"TG(15:0/18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42095,"TG(15:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42096,"TG(15:0/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42097,"TG(15:0/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42098,"TG(15:0/18:3(6Z,9Z,12Z)/o-18:0)",[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
42099,TG(15:0/20:2n6/15:0),[H]C(COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42100,TG(15:0/20:2n6/16:0),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42101,TG(15:0/20:2n6/18:0),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42102,TG(15:0/20:2n6/20:0),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42103,TG(15:0/20:2n6/22:0),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42104,TG(15:0/20:2n6/24:0),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42105,TG(15:0/20:2n6/14:1(9Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42106,TG(15:0/20:2n6/16:1(9Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42107,TG(15:0/20:2n6/18:1(11Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42108,TG(15:0/20:2n6/18:1(9Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42109,TG(15:0/20:2n6/20:1(11Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42110,"TG(15:0/20:2n6/20:3(5Z,8Z,11Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42111,TG(15:0/20:2n6/22:1(13Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42112,TG(15:0/20:2n6/24:1(15Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42113,"TG(15:0/20:2n6/18:2(9Z,12Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42114,"TG(15:0/20:2n6/18:3(6Z,9Z,12Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42115,TG(15:0/20:2n6/20:2n6),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42116,TG(15:0/20:2n6/20:3n6),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42117,"TG(15:0/20:2n6/20:4(5Z,8Z,11Z,14Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42118,"TG(15:0/20:2n6/22:2(13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42119,"TG(15:0/20:2n6/22:4(7Z,10Z,13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42120,"TG(15:0/20:2n6/22:5(4Z,7Z,10Z,13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42121,"TG(15:0/20:2n6/18:3(9Z,12Z,15Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42122,"TG(15:0/20:2n6/18:4(6Z,9Z,12Z,15Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42123,"TG(15:0/20:2n6/20:4(8Z,11Z,14Z,17Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42124,"TG(15:0/20:2n6/20:5(5Z,8Z,11Z,14Z,17Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42125,"TG(15:0/20:2n6/22:5(7Z,10Z,13Z,16Z,19Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42126,"TG(15:0/20:2n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42127,TG(15:0/20:2n6/o-18:0),[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
42128,TG(15:0/20:3n6/15:0),[H]C(COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42129,TG(15:0/20:3n6/16:0),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42130,TG(15:0/20:3n6/18:0),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42131,TG(15:0/20:3n6/20:0),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42132,TG(15:0/20:3n6/22:0),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42133,TG(15:0/20:3n6/24:0),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42134,TG(15:0/20:3n6/14:1(9Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42135,TG(15:0/20:3n6/16:1(9Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42136,TG(15:0/20:3n6/18:1(11Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42137,TG(15:0/20:3n6/18:1(9Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42138,TG(15:0/20:3n6/20:1(11Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42139,"TG(15:0/20:3n6/20:3(5Z,8Z,11Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42140,TG(15:0/20:3n6/22:1(13Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42141,TG(15:0/20:3n6/24:1(15Z)),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42142,"TG(15:0/20:3n6/18:2(9Z,12Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42143,"TG(15:0/20:3n6/18:3(6Z,9Z,12Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42144,TG(15:0/20:3n6/20:2n6),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42145,TG(15:0/20:3n6/20:3n6),[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42146,"TG(15:0/20:3n6/20:4(5Z,8Z,11Z,14Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42147,"TG(15:0/20:3n6/22:2(13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42148,"TG(15:0/20:3n6/22:4(7Z,10Z,13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42149,"TG(15:0/20:3n6/22:5(4Z,7Z,10Z,13Z,16Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42150,"TG(15:0/20:3n6/18:3(9Z,12Z,15Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42151,"TG(15:0/20:3n6/18:4(6Z,9Z,12Z,15Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42152,"TG(15:0/20:3n6/20:4(8Z,11Z,14Z,17Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42153,"TG(15:0/20:3n6/20:5(5Z,8Z,11Z,14Z,17Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42154,"TG(15:0/20:3n6/22:5(7Z,10Z,13Z,16Z,19Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42155,"TG(15:0/20:3n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42156,TG(15:0/20:3n6/o-18:0),[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC
42157,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/15:0)",[H]C(COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
42158,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/16:0)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
42159,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/18:0)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
42160,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:0)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
42161,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/22:0)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
42162,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/24:0)",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
42163,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/14:1(9Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
42164,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
42165,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/18:1(11Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
42166,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
42167,"TG(15:0/20:4(5Z,8Z,11Z,14Z)/20:1(11Z))",[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
